dir,Entry,updated,nSub,SPSDD,year1,author1,doi1,Ref1,Title
D/D42,D4205,20090305,8,,2008,F.Ditroi+,,"Jour: Journal of Radioanalytical and Nuclear Chemistry, Vol.276, p.835 (2008)","Investigation of excitation functions of deuteron induced nuclear reactions on lead"
D/D42,D4206,20090313,2,,2009,F.Tarkanyi+,,"Jour: Applied Radiation and Isotopes, Vol.67, p.243 (2009)","Investigation of production of the therapeutic radioisotope 165Er by proton induced reactions on erbium in comparison with other production routes"
D/D42,D4207,20090325,2,,2009,R.Adam rebeles+,,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.267, p.457 (2009)","New measurement and evaluation of the excitation function of 64Ni(p,n) reaction for the production of 64Cu"
D/D42,D4208,20110204,2,,2008,A.Tumino+,10.1103/PhysRevC.78.064001,"Jour: Physical Review, Part C, Nuclear Physics, Vol.78, p.064001 (2008)","Off-energy-shell p-p scattering at sub-Coulomb energies via the Trojan horse method"
D/D42,D4209,20090325,14,,2009,A.Hermanne+,,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.267, p.727 (2009)","Excitation functions for production of medically relevant radioisotopes in deuteron irradiations of Pr and Tm targets"
D/D42,D4210,20090312,14,,2009,F.Tarkanyi+,,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.267, p.742 (2009)","Investigation of excitation functions of alpha induced reactions on natXe: Production of the therapeutic radioisotope 131Cs"
D/D42,D4211,20090309,6,,2009,L.Daraban+,,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.267, p.755 (2009)","Study of the excitation functions for 43K, 43,44,44mSc and 44Ti by proton irradiation on 45Sc up to 37 MeV"
D/D42,D4212,20090324,14,,2008,F.Ditroi+,,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.266, p.5087 (2008)","Study of proton induced reactions on niobium targets up to 70 MeV"
D/D42,D4213,20100531,3,,2008,C.Yalcin+,,"Rept: Conf.proceedings by Am.Inst.of Phys., No.1090, p.631 (2008)","Astrophysical S-factor for a-Capture of 113In in the p-Process Energy Range"
D/D42,D4214,20110204,4,,2008,G.G.Kiss+,10.1103/PhysRevLett.101.191101,"Jour: Physical Review Letters, Vol.101, p.191101 (2008)","Coulomb Suppression of the Stellar Enhancement Factor"
D/D42,D4215,20090826,4,,1949,G.Wilkinson+,,"Jour: Physical Review, Vol.75, p.1370 (1949)","Radioactive isotopes of the rare earths. I. Experimental techniques and thulium isotopes."
D/D42,D4216,20110204,6,,2009,F.Tarkanyi+,10.1016/j.apradiso.2009.02.067,"Jour: Applied Radiation and Isotopes, Vol.67, p.1001 (2009)","Excitation functions of 3He- and a- particle induced nuclear reactions on natSb for production of medically relevant 123I and 124I radioisotopes"
D/D42,D4217,20090608,12,,2010,S.Takacs+,,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.268, p.2 (2010)","Cross sections for alpha particle produced radionuclides on natural silver"
D/D42,D4218,20090625,13,,2009,F.Tarkanyi+,,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.267, p.2789 (2009)","Activation cross sections of proton induced nuclear reactions on ytterbium up to 70 MeV"
D/D42,D4219,20090528,3,,2009,F.Tarkanyi+,10.1016/j.apradiso.2009.05.003,"Jour: Applied Radiation and Isotopes, Vol.67, p.1751 (2009)","Cross section measurements of the 131Xe(p,n) reaction for production of the therapeutic radionuclide 131Cs"
D/D42,D4220,20110204,4,,2009,F.Tarkanyi+,10.1016/j.apradiso.2009.03.100,"Jour: Applied Radiation and Isotopes, Vol.67, p.1574 (2009)","New cross-sections for production of 103Pd; review of charged particle production routes"
D/D42,D4221,20090626,3,,2009,F.Tarkanyi+,,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.267, p.2802 (2009)","Activation cross sections of the natYb(p,xn)169Lu reaction for indirect production of the therapeutic radionuclide 169Yb"
D/D42,D4222,20090626,14,,1980,Y.Homma+,,"Jour: Applied Radiation and Isotopes, Vol.31, p.505 (1980)","Cyclotron production of 167Tm from natural erbium and natural holmium"
D/D42,D4223,20110204,3,,2009,N.P.Van der meulen+,10.1016/j.apradiso.2009.02.058,"Jour: Applied Radiation and Isotopes, Vol.67, p.1320 (2009)","The production of 88Y in the proton bombardment of natSr: New excitation and separation studies"
D/D42,D4224,20090701,2,,1963,R.S.Tilbury+,,"Jour: Physical Review, Vol.129, p.1709 (1963)","131mBa - A new isomer"
D/D42,D4225,20090828,7,,1991,S.Mukherjee+,,"Jour: Nuovo Cimento A, Vol.104, p.863 (1991)","Pre-equilibrium analysis of the excitation functions of (a,xn) reactions on silver and holmium"
D/D42,D4226,20091110,13,,2010,F.Tarkanyi+,10.1016/j.apradiso.2009.09.069,"Jour: Applied Radiation and Isotopes, Vol.68, p.47 (2010)","New measurements and evaluation of excitation functions for (p,xn), (p,pxn) and (p,2pxn) reactions on 133Cs up to 70 MeV proton energy"
D/D42,D4227,20091012,16,,2009,A.Hermanne+,10.1016/j.nimb.2009.07.008,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.267, Issue.19, p.3293 (2009)","Excitation functions for some W, Ta and Hf radionuclidesobtained by deuteron irradiation of 181Ta up to 40 MeV"
D/D42,D4228,20091013,9,,2009,F.Ditroi+,10.1016/j.nimb.2009.07.010,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.267, Issue.19, p.3364 (2009)","Investigation of proton induced reactions on niobium at low andmedium energies"
D/D42,D4229,20091105,6,,2010,A.Hermanne+,10.1016/j.apradiso.2009.08.014,"Jour: Applied Radiation and Isotopes, Vol.68, p.14 (2010)","Production of the therapeutic radioisotope 114mIn through the 116Cd(p,3n)114mIn reaction"
D/D42,D4230,20100901,5,,2010,F.Tarkanyi+,10.1016/j.apradiso.2009.10.043,"Jour: Applied Radiation and Isotopes, Vol.68, p.250 (2010)","Experimental study of the excitation functions of proton induced nuclear reactions on 167Er for production of medically relevant 167Tm"
D/D42,D4231,20100505,18,,2010,A.Hermanne+,10.1016/j.nimb.2010.01.022,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.268, p.1376 (2010)","Alpha induced reactions on natCd up to 38.5 MeV: Experimental and theoretical studies of the excitation functions"
D/D42,D4232,20101021,9,,2010,F.Ditroi+,10.1016/j.nimb.2010.06.033,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.268, p.2571 (2010)","Investigation deuteron-induced reactions on cobalt"
D/D42,D4233,20120109,14,,2010,S.Takacs+,10.1016/j.nimb.2010.08.016,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.268, p.3443 (2010)","Activation cross sections of deuteron-induced nuclear reactions on hafnium"
D/D42,D4234,20101207,9,,2011,F.Tarkanyi+,10.1016/j.apradiso.2010.08.007,"Jour: Applied Radiation and Isotopes, Vol.69, p.26 (2011)","Investigation of activation cross sections of deuteron induced reactions on indium up to 40 MeV for production of a 113Sn/113mIn generator"
D/D42,D4235,20101208,5,,2011,F.Tarkanyi+,10.1016/j.apradiso.2010.08.006,"Jour: Applied Radiation and Isotopes, Vol.69, p.18 (2011)","Investigation of alternative production routes of 99mTc: Deuteron induced reactions on 100Mo"
D/D42,D4236,20110111,6,,2011,A.Hermanne+,10.1016/j.apradiso.2010.10.003,"Jour: Applied Radiation and Isotopes, Vol.69, p.475 (2011)","High yield production of the medical radioisotope 167Tm by the 167Er(d,2n)reaction"
D/D42,D4237,20110111,4,,2010,N.P.van der meulen+,10.1007/s10967-010-0613-6,"Jour: Journal of Radioanalytical and Nuclear Chemistry, Vol.285, p.491 (2010)","The isolation of 133Ba produced by proton-induced reactions on Cs using cation exchange chromatography"
D/D42,D4238,20110113,10,,2011,A.Hermanne+,10.1016/j.apradiso.2010.10.013,"Jour: Applied Radiation and Isotopes, Vol.69, p.358 (2011)","Limitation of the long-lived 121Te contaminant in production of 123I through the 124Xe(p,x) route"
D/D42,D4239,20110114,5,,2010,I.Spahn+,10.1524/ract.2010.1781,"Jour: Radiochimica Acta, Vol.98, p.749 (2010)","New cross section measurements for the production of the Auger electron emitters 77Br and 80mBr"
D/D42,D4240,20100903,11,,2010,F.Tarkanyi+,10.1016/j.apradiso.2010.03.010,"Jour: Applied Radiation and Isotopes, Vol.68, p.1869 (2010)","Study of activation cross sections of proton induced reactions on barium: Production of 131Ba->131Cs"
D/D42,D4241,20110118,5,,2010,Gy.Gyurky+,10.1088/0954-3899/37/11/115201,"Jour: Jour. of Physics, Part G (Nucl.and Part.Phys.), Vol.37, p.115201 (2010)","Alpha-induced reaction cross section measurements on 151Eu for the astrophysical gamma-process"
D/D42,D4242,20110404,14,,2011,F.Tarkanyi+,10.1016/j.nimb.2010.12.041,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.269, p.405 (2011)","Experimental study of the excitation functions of deuteron induced reactions on natSn up to 40 MeV"
D/D42,D4243,20110622,4,,2011,A.Hermanne+,10.1016/j.nimb.2011.01.130,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.269, p.695 (2011)","Cross sections for production of longer lived 170,168,167Tm in 16 MeV proton irradiation of natEr"
D/D42,D4244,20110623,3,,2011,G.G.Kiss+,10.1016/j.physletb.2010.11.052,"Jour: Physics Letters,Section B, Vol.695, p.419 (2011)","Determining reaction cross sections via characteristic X-ray detection: alpha-induced reactions on 169Tm for the astrophysical gamma-process"
D/D42,D4245,20110624,10,,2011,F.Tarkanyi+,10.1016/j.nimb.2011.03.019,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.269, p.1389 (2011)","Activation cross-sections of deuteron induced nuclear reactions on gold up to 40 MeV"
D/D42,D4246,20110628,7,,2011,F.Tarkanyi+,10.1016/j.nimb.2011.05.003,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.269, p.1792 (2011)","Investigation of activation cross-sections of deuteron induced reactions on vanadium up to 40 MeV"
D/D42,D4247,20110629,5,,2011,F.Ditroi+,10.1016/j.nimb.2011.05.020,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.269, p.1878 (2011)","Activation cross-sections of deuteron induced nuclear reactions on manganese up to 40 MeV"
D/D42,D4248,20111004,3,,2011,G.G.Kiss+,,"Jour: Nuclear Physics, Section A, Vol.867, p.52 (2011)","Activation method combined with characteristic X-ray counting: A possibility to measure (a,g) cross sections on heavy p-nuclei"
D/D42,D4249,20111005,5,,2011,R.Adam rebeles+,10.3938/jkps.59.1975,"Jour: Journal of the Korean Physical Society, Vol.59, p.1975 (2011)","Activation Cross Section of Deuteron Induced Reactions on Natural Thallium for the Production of 203-Pb"
D/D42,D4250,20111208,10,,2011,F.Ditroi+,10.1016/j.nimb.2011.05.026,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.269, p.1963 (2011)","Study of activation cross-sections of deuteron induced reactions on rhodium up to 40 MeV"
D/D42,D4252,20111212,7,,2011,A.Hermanne+,10.1016/j.nimb.2011.07.008,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.269, p.2563 (2011)","Cross sections of deuteron induced reactions on natCr up to 50 MeV: Experiments and comparison with theoretical codes"
D/D42,D4254,20120118,15,,2011,S.Takacs+,10.1016/j.nimb.2011.08.021,"Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.269, p.2824 (2011)","Activation cross sections of proton-induced nuclear reactions on hafnium"
D/D42,D4255,20111213,8,,2011,F.Ditroi+,10.3938/jkps.59.1697,"Jour: Journal of the Korean Physical Society, Vol.59, p.1697 (2011)","Investigation of Proton and Deuteron Induced Reactions on Cobalt"
D/D50,D5001,20100319,13,,1998,E.P.Kadkin+,,"Jour: Yadernaya Fizika, Vol.61, Issue.9, p.1569 (1998)","Cross section differences in the interaction of He-3 with nuclei of Ni-58 and Ni-64"
D/D50,D5002,20100326,7,,1998,I.N.Vishnevsky+,,"Jour: Yadernaya Fizika, Vol.61, Issue.9, p.1562 (1998)","Mean angular momenta of fission fragments of Th-232"
D/D50,D5003,20041210,13,,1981,M.P.Bilaniuk+,,"Jour: Jour. of Physics, Part G (Nucl.and Part.Phys.), Vol.7, p.1699 (1981)","Deuteron and Alpha-Particle total reaction cross sections for nuclei with A-50"
D/D50,D5004,20060707,7,,1986,I.D.Fedorets+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.50, Issue.10, p.2016 (1986)","V-49 excitation states study in (p,ng) reaction"
D/D50,D5005,20070309,10,,2005,B.A.Nemashkalo+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.69, Issue.1, p.102 (2005)","Analysis of partial cross sections of Zn-68(p,g)Ga-69 reaction."
D/D50,D5006,20100623,3,,2005,I.M.Vishnevsky+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.69, Issue.1, p.81 (2005)","Research of Sn-116 states population in the (p,gamma) reaction."
D/D50,D5007,20060710,9,,2004,E.P.Kadkin+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.68, Issue.2, p.238 (2004)","Development of modes of disintegration He-3 particle in the reactions on nuclei."
D/D50,D5008,20060522,2,,2004,V.A.Zheltonozhcky+,,"Jour: Yadernaya Fizika, Vol.67, p.899 (2004)","Investigation of excitation of matastable states of 197Pt and 197Hg in (g,n) and (d,2n) reactions."
D/D50,D5009,20061023,2,,2004,A.N.Vodin+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.68, Issue.2, p.188 (2004)","Isobaric analog resonances in 22Ne(p,g)23Na reaction"
D/D50,D5010,20061023,2,,2004,A.N.Vodin+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.68, Issue.2, p.195 (2004)","Fine structure of analog d5/2 resonance in 31P"
D/D50,D5011,20061023,3,,2004,A.N.Vodin+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.68, Issue.11, p.1577 (2004)","Fine structure of analog d5/2 resonance in 23Na"
D/D50,D5012,20061023,3,,2001,A.N.Vodin+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.65, Issue.5, p.695 (2001)","Isobaric analog resonances in 35Cl"
D/D50,D5013,20061106,2,,2005,O.K.Gorpinich+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.69, Issue.5, p.742 (2005)","About the first excited state of 5He"
D/D50,D5014,20061023,3,,1999,A.S.Kachan+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.63, Issue.5, p.1027 (1999)","Search for and study of the fine structure of M1 resonance in the 27Al nucleus"
D/D50,D5015,20061123,3,,2005,O.K.Gorpinich+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.69, Issue.5, p.745 (2005)","Structure of highly excited states of 5He nucleus"
D/D50,D5016,20061120,3,,2006,A.S.Kachan+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.70, Issue.5, p.751 (2006)","Resonance-like structure observed in 22Ne(p,gamma)23Na reaction"
D/D50,D5017,20070309,3,,2005,A.N.Vodin+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.69, Issue.11, p.1613 (2005)","Levels with T=d5/2 in 30Si(p,gamma)31P reaction"
D/D50,D5018,20070131,7,,2005,B.A.Nemashkalo+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.69, Issue.11, p.1619 (2005)","Partial cross sections for 66Zn(p,g)67Ga reaction."
D/D50,D5019,20061123,2,,2001,O.K.Gorpinich+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.65, Issue.5, p.692 (2001)","Investigation of the ground and first exited states of the 5Li nucleus in the alpha+d system"
D/D50,D5020,20061123,9,,2002,O.K.Gorpinich+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.66, Issue.5, p.743 (2002)","Investigation of properties of 6He nucleus in Interaction of alpha-particles with tritium nuclei"
D/D50,D5021,20070131,7,,2003,B.A.Nemashkalo+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.67, Issue.11, p.1556 (2003)","Photon strength functions for 64Zn nucleus in region of 10 MeV."
D/D50,D5022,20070131,4,,2003,B.A.Nemashkalo+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.67, Issue.11, p.1561 (2003)","Partial photon strength functions for 66Zn nucleus."
D/D50,D5023,20100326,2,,2004,O.K.Gorpinich+,,"Jour: Vopr.Atomn.Nauki i Tekhn.,Ser.Yad..Fiz..Issledo., Vol.2004, Issue.5/44, p.31 (2004)","The observation of ground state of 4H in 3H(alpha,t+He3)n reaction"
D/D50,D5024,20061123,2,,2005,O.K.Gorpinich+,,"Jour: Ukrainskii Fizichnii Zhurnal, Vol.50, Issue.4, p.327 (2005)","Determination of the energy parameters of the unbound states of 6Li up to an excitation energy of 6 MeV"
D/D50,D5025,20070129,2,,2004,O.K.Gorpinich+,,"Jour: Ukrainskii Fizichnii Zhurnal, Vol.49, Issue.1, p.16 (2004)","Investigation of excited levels of 6Li nucleus from the three-prticle 3H(alpha,d+alpha)n reaction"
D/D50,D5026,20061129,12,,2002,A.T.Rudchik+,,"Jour: Nuclear Physics, Section A, Vol.700, Issue.1-2, p.25 (2002)","Direct versus exchange processes in the reactions 7Li(14N, 14,15N) at 110 MeV"
D/D50,D5027,20061130,4,,1996,A.T.Rudchik+,,"Jour: Nuclear Physics, Section A, Vol.602, p.211 (1996)","One- and two-step processes in the 6Li(d,6Li),(d,7Li) and (d,7Be) reactions at Ed=50 MeV"
D/D50,D5028,20061130,8,,1998,S.B.Sakuta+,,"Jour: Nuclear Physics, Section A, Vol.639, p.599 (1998)","Direct charge-exchange versus sequential nucleon transfers in the 14C(6Li,6He)14N reaction at 93 MeV"
D/D50,D5029,20101028,5,,2006,Yu.Pavlenko+,,"Jour: Yaderna Fizika ta Energetika, Vol.7, Issue.2/18, p.16 (2006)","Experimental study of the excited states of helium isotopes in the reactions 7Li(d, (3,4,6)He) at deuteron energy of 37 MeV"
D/D50,D5030,20100326,9,,2003,O.K.Gorpinich+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.67, Issue.11, p.1583 (2003)","Investigation of excited states of 6Li nucleus in 3He(alpha, p+alpha)d reaction at alpha-particle energy 27.2 MeV"
D/D50,D5031,20070903,5,,1999,A.N.Vodin+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.63, Issue.5, p.1021 (1999)","Gamma-Decay of Analog States in the 27Al Nucleus"
D/D50,D5032,20070628,7,,1977,J.Keinonen+,,"Jour: Physical Review, Part C, Nuclear Physics, Vol.15, Issue.2, p.579 (1977)","Absolute Resonance Strengths in the 20,21,22Ne(p,g)21,22,23Na and 21Ne(p,p'g)21Ne Reactions"
D/D50,D5033,20070302,4,,1979,M.Riihonen+,,"Jour: Nuclear Physics, Section A, Vol.313, p.251 (1979)","Hydrogen Burning of 29,30Si in Explosive Carbon Burning"
D/D50,D5034,20070302,2,,1979,J.J.A.Smit+,,"Jour: Nuclear Physics, Section A, Vol.318, p.111 (1979)","A Study of the 22Ne(p,gamma)23Na Reaction in the Energy Region Ep = 1.1 to 2.0 MeV"
D/D50,D5035,20070328,6,,1980,J.Keinonen+,,"Jour: Nuclear Physics, Section A, Vol.341, p.345 (1980)","Hydrogen Burning of 24,25,26Mg in Explosive Carbon Burning"
D/D50,D5036,20070218,9,,2002,A.N.Vodin+,,"Jour: Izv. Rossiiskoi Akademii Nauk, Ser.Fiz., Vol.66, Issue.1, p.40 (2002)","Isobar-Analogue f7/2 Resonances in Odd 1d2s-Shell Nuclei"
D/D50,D5037,20070703,3,,2000,V.I.Grantsev+,,"Jour: Ukrainskii Fizichnii Zhurnal, Vol.45, Issue.7, p.795 (2000)","2H(d,pd) reaction at deuteron beam energy of 13.6 MeV"
D/D50,D5038,20110816,2,,2003,O.K.Gorpinich+,,"Jour: Ukrainskii Fizichnii Zhurnal, Vol.48, Issue.10, p.1035 (2003)","About the evidence for high excited levels of 5Li above the t+2p threshold in the 3He(a,d+t)2He reaction"
D/D50,D5039,20100326,2,,2002,A.S.Kachan+,,"Jour: Vopr.Atomn.Nauki i Tekhn.,Ser.Yad..Fiz..Issledo., Vol.2002, Issue.2/40, p.33 (2002)","Gamma-Decay of Resonance-Like Structure observed in 30Si(p,g)31P Reaction"
D/D50,D5040,20100326,6,,2005,S.N.Utenkov+,,"Jour: Vopr.Atomn.Nauki i Tekhn.,Ser.Yad..Fiz..Issledo., Vol.2005, Issue.6/45, p.40 (2005)","Proton radiactive capture by nuclei Cr54"
D/D50,D5041,20100326,3,,2002,A.N.Vodin+,,"Jour: Vopr.Atomn.Nauki i Tekhn.,Ser.Yad..Fiz..Issledo., Vol.2002, Issue.2/40, p.30 (2002)","Fine structure of analog d5/2 resonance in 31P"
D/D50,D5042,20100326,3,,2004,A.S.Kachan+,,"Jour: Vopr.Atomn.Nauki i Tekhn.,Ser.Yad..Fiz..Issledo., Vol.2004, Issue.5/44, p.39 (2004)","Resonance-like structure in 36S(p,gamma)37Cl reaction"
